tipo	subtipo	razon_social	descripcion	path	precio_total
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	4400
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	15207.98
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	38650.62
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	5271.7
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1350
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	632
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	432
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2058.84
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	912
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	790
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1722.42
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	15930
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	624
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	336
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1176.48
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2054
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2058.84
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	4675
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	912
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	711
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2949.7
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	16740
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	9720
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1392
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2054
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	869
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1343
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2054
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	7272.44
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1804.56
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1804.56
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2475
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	2750
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	432
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	1422
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	912
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	624
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	816
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	432
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	5940
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLA 1281 SRL	SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLA 1281 SRL_SUMINISTRO DE COMIDAS Y BEBIDAS PARA SER DESTINADOS A REUNIONES Y EVENTOS	14580
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	5900
CONVOCATORIA ABIERTA	LICITACION PUBLICA	CASTRO Y REGINI S.A.	CONVENIO MARCO DE COMPRAS - CONTRATACION DE SERVICIO DE FLETES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_CASTRO Y REGINI S.A._CONVENIO MARCO DE COMPRAS - CONTRATACION DE SERVICIO DE FLETES	10253
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JUAN MANUEL MOGHAMES	ADQUISICION DE ELECTRODOMESTICOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JUAN MANUEL MOGHAMES_ADQUISICION DE ELECTRODOMESTICOS	1428.9
CONVOCATORIA ABIERTA	LICITACION PUBLICA	SERVICIOS GLOBALES DE INFORMATICA S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE EQUIPOS E INSUMOS INFORMATICOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_SERVICIOS GLOBALES DE INFORMATICA S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE EQUIPOS E INSUMOS INFORMATICOS	4590
CONVOCATORIA ABIERTA	LICITACION PUBLICA	LICICOM S.R.L.	ADQUISICION DE ELECTRODOMESTICOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_LICICOM S.R.L._ADQUISICION DE ELECTRODOMESTICOS	2413
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JUAN MANUEL MOGHAMES	ADQUISICION DE ELECTRODOMESTICOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JUAN MANUEL MOGHAMES_ADQUISICION DE ELECTRODOMESTICOS	1671.51
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ARGENPROM S.R.L.	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ARGENPROM S.R.L._CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	449000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	LICICOM S.R.L.	MATERIALES ELECTRICOS Y LUMINARIA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_LICICOM S.R.L._MATERIALES ELECTRICOS Y LUMINARIA	11808.74
CONVOCATORIA ABIERTA	LICITACION PUBLICA	GRUPO ARGENSAN S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_GRUPO ARGENSAN S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	4400
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	589993
CONVOCATORIA ABIERTA	LICITACION PUBLICA	B.A.SANI S.A.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_B.A.SANI S.A._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	5861
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ARGENPROM S.R.L.	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ARGENPROM S.R.L._CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	1353500
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JAL ENTERTAINMENT S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JAL ENTERTAINMENT S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	28635
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ARGENPROM S.R.L.	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ARGENPROM S.R.L._CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	116500
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Ana Belén Dorribo	SERVICIO DE TRADUCCION	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Ana Belén Dorribo_SERVICIO DE TRADUCCION	3625
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Ana Belén Dorribo	SERVICIO DE TRADUCCION	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Ana Belén Dorribo_SERVICIO DE TRADUCCION	20720
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Ana Belén Dorribo	SERVICIO DE TRADUCCION	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Ana Belén Dorribo_SERVICIO DE TRADUCCION	43425
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Ana Belén Dorribo	SERVICIO DE TRADUCCION	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Ana Belén Dorribo_SERVICIO DE TRADUCCION	115635
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Ana Belén Dorribo	SERVICIO DE TRADUCCION	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Ana Belén Dorribo_SERVICIO DE TRADUCCION	11630
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Ana Belén Dorribo	SERVICIO DE TRADUCCION	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Ana Belén Dorribo_SERVICIO DE TRADUCCION	38490
CONVOCATORIA DIRECTA	CONTRATACIÓN DIRECTA	Ana Belén Dorribo	SERVICIO DE TRADUCCION	CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Ana Belén Dorribo_SERVICIO DE TRADUCCION	10940
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JAL ENTERTAINMENT S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JAL ENTERTAINMENT S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	38160
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ARGENPROM S.R.L.	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ARGENPROM S.R.L._CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	116500
CONVOCATORIA ABIERTA	LICITACION PUBLICA	FISCHETTI Y CIA. S.R.L.	ADQUISICION DE AGUA POTABLE	CONVOCATORIA ABIERTA_LICITACION PUBLICA_FISCHETTI Y CIA. S.R.L._ADQUISICION DE AGUA POTABLE	11000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	LICICOM S.R.L.	MATERIALES ELECTRICOS Y LUMINARIA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_LICICOM S.R.L._MATERIALES ELECTRICOS Y LUMINARIA	29857
CONVOCATORIA ABIERTA	LICITACION PUBLICA	LICICOM S.R.L.	ADQUISICION DE ARTICULOS DE BAZAR	CONVOCATORIA ABIERTA_LICITACION PUBLICA_LICICOM S.R.L._ADQUISICION DE ARTICULOS DE BAZAR	6999.94
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	24000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	396880
CONVOCATORIA ABIERTA	LICITACION PUBLICA	LICICOM S.R.L.	MATERIALES ELECTRICOS Y LUMINARIA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_LICICOM S.R.L._MATERIALES ELECTRICOS Y LUMINARIA	5747
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	197800
CONVOCATORIA ABIERTA	LICITACION PUBLICA	GRUPO ATLAS S.A.	CONVENIO MARCO DE COMPRAS - CONTRATACION DE SERVICIO DE FLETES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_GRUPO ATLAS S.A._CONVENIO MARCO DE COMPRAS - CONTRATACION DE SERVICIO DE FLETES	9116.48
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC-ARTS ARGENTINA S.A.	ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC-ARTS ARGENTINA S.A._ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	380320
CONVOCATORIA ABIERTA	LICITACION PUBLICA	EUQUI S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE ARTICULOS DE TOCADOR Y PERFUMERIA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_EUQUI S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE ARTICULOS DE TOCADOR Y PERFUMERIA	6647.5
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PINTURERIA ROSMAR S. A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PINTURERIA ROSMAR S. A._CONVENIO MARCO DE COMPRA - ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	2194.5
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC-ARTS ARGENTINA S.A.	ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC-ARTS ARGENTINA S.A._ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	285240
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JAL ENTERTAINMENT S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JAL ENTERTAINMENT S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	255600
CONVOCATORIA ABIERTA	LICITACION PUBLICA	LICICOM S.R.L.	ADQUISICION DE ARTICULOS DE BAZAR	CONVOCATORIA ABIERTA_LICITACION PUBLICA_LICICOM S.R.L._ADQUISICION DE ARTICULOS DE BAZAR	345
CONVOCATORIA ABIERTA	LICITACION PUBLICA	BLEAR INTERNATIONAL SA	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_BLEAR INTERNATIONAL SA_CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE MERCHANDISING.	396880
